id,name,position_gw1,team_gw1,prob_injury_gw1,xcost_gw1,xmins_gw1,xpts_gw1,position_gw2,team_gw2,prob_injury_gw2,xcost_gw2,xmins_gw2,xpts_gw2,position_gw3,team_gw3,prob_injury_gw3,xcost_gw3,xmins_gw3,xpts_gw3,position_gw4,team_gw4,prob_injury_gw4,xcost_gw4,xmins_gw4,xpts_gw4,total_xmins,total_xpts
127,Nunes,MID,BRE,1.0,5.0,0.0,0.0,MID,BRE,1.0,5.0,0.0,0.0,MID,BRE,1.0,4.9,0.0,0.0,MID,BRE,1.0,4.9,0.0,0.0,0.0,0.0
128,Onyeka,MID,BRE,0.0,5.0,21.0,4.0,MID,BRE,0.0,5.0,21.0,1.0,MID,BRE,0.0,5.0,19.0,4.0,MID,BRE,0.0,5.0,0.0,0.0,61.0,9.0
129,Yarmoliuk,MID,BRE,0.0,5.0,90.0,2.0,MID,BRE,0.0,5.0,78.0,5.0,MID,BRE,0.0,5.0,90.0,2.0,MID,BRE,0.0,5.0,90.0,3.0,348.0,12.0
130,Donovan,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,0.0,0.0
131,Konak,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.4,0.0,0.0,MID,BRE,0.0,4.4,0.0,0.0,0.0,0.0
132,Maghoma,MID,BRE,1.0,4.5,0.0,0.0,MID,BRE,0.75,4.5,0.0,0.0,MID,BRE,0.75,4.5,0.0,0.0,MID,BRE,0.75,4.5,0.0,0.0,0.0,0.0
133,Peart-Harris,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,MID,BRE,0.0,4.5,0.0,0.0,0.0,0.0
134,Trevitt,MID,BRE,1.0,4.5,0.0,0.0,MID,BRE,1.0,4.5,0.0,0.0,MID,BRE,1.0,4.5,0.0,0.0,MID,BRE,1.0,4.5,0.0,0.0,0.0,0.0
135,Wissa,FWD,BRE,1.0,7.5,0.0,0.0,FWD,BRE,1.0,7.5,0.0,0.0,FWD,NEW,0.0,7.5,0.0,0.0,FWD,NEW,1.0,7.5,0.0,0.0,0.0,0.0
136,Thiago,FWD,BRE,0.0,6.0,90.0,6.0,FWD,BRE,0.0,6.0,90.0,2.0,FWD,BRE,0.0,6.0,90.0,6.0,FWD,BRE,0.0,6.0,71.0,1.0,341.0,15.0
137,Morgan,FWD,BRE,0.0,4.5,0.0,0.0,FWD,BRE,0.0,4.5,0.0,0.0,FWD,BRE,0.0,4.4,0.0,0.0,FWD,BRE,0.0,4.4,0.0,0.0,0.0,0.0
138,Steele,GKP,BRI,0.0,4.5,0.0,0.0,GKP,BRI,0.0,4.5,0.0,0.0,GKP,BRI,0.0,4.5,0.0,0.0,GKP,BRI,0.0,4.4,0.0,0.0,0.0,0.0
139,Verbruggen,GKP,BRI,0.0,4.5,90.0,2.0,GKP,BRI,0.0,4.5,90.0,1.0,GKP,BRI,0.0,4.5,90.0,2.0,GKP,BRI,0.0,4.5,90.0,2.0,360.0,7.0
140,McGill,GKP,BRI,0.0,4.0,0.0,0.0,GKP,BRI,0.0,4.0,0.0,0.0,GKP,BRI,0.0,4.0,0.0,0.0,GKP,BRI,0.0,4.0,0.0,0.0,0.0,0.0
141,Rushworth,GKP,BRI,1.0,4.0,0.0,0.0,GKP,BRI,1.0,4.0,0.0,0.0,GKP,BRI,1.0,4.0,0.0,0.0,GKP,BRI,1.0,4.0,0.0,0.0,0.0,0.0
142,Scherpen,GKP,BRI,1.0,4.0,0.0,0.0,GKP,BRI,1.0,4.0,0.0,0.0,GKP,BRI,1.0,4.0,0.0,0.0,GKP,BRI,1.0,4.0,0.0,0.0,0.0,0.0
143,Boscagli,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,0.0,4.4,0.0,0.0,DEF,BRI,0.0,4.4,0.0,0.0,0.0,0.0
144,Coppola,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,0.0,4.4,1.0,1.0,DEF,BRI,0.0,4.4,0.0,0.0,1.0,1.0
145,De Cuyper,DEF,BRI,0.0,4.5,90.0,2.0,DEF,BRI,0.0,4.5,66.0,0.0,DEF,BRI,0.0,4.5,90.0,2.0,DEF,BRI,0.25,4.5,23.0,1.0,269.0,5.0
146,Dunk,DEF,BRI,0.0,4.5,90.0,2.0,DEF,BRI,0.0,4.5,90.0,1.0,DEF,BRI,0.0,4.5,90.0,5.0,DEF,BRI,0.0,4.5,90.0,2.0,360.0,10.0
147,Estupiñan,DEF,BRI,1.0,4.5,0.0,0.0,DEF,BRI,1.0,4.5,0.0,0.0,DEF,BRI,1.0,4.5,0.0,0.0,DEF,BRI,1.0,4.5,0.0,0.0,0.0,0.0
148,F.Kadıoğlu,DEF,BRI,0.0,4.5,21.0,0.0,DEF,BRI,0.0,4.4,23.0,0.0,DEF,BRI,0.0,4.4,0.0,0.0,DEF,BRI,0.0,4.4,66.0,4.0,110.0,4.0
149,Igor,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.5,0.0,0.0,DEF,WHM,0.0,4.5,0.0,0.0,0.0,0.0
150,Lamptey,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,1.0,4.4,0.0,0.0,DEF,BRI,1.0,4.4,0.0,0.0,0.0,0.0
151,Van Hecke,DEF,BRI,0.0,4.5,90.0,2.0,DEF,BRI,0.0,4.5,90.0,1.0,DEF,BRI,0.0,4.5,90.0,1.0,DEF,BRI,0.0,4.5,90.0,3.0,360.0,7.0
152,Veltman,DEF,BRI,0.0,4.5,0.0,0.0,DEF,BRI,0.0,4.4,0.0,0.0,DEF,BRI,0.0,4.4,90.0,1.0,DEF,BRI,0.0,4.4,90.0,3.0,180.0,4.0
153,Webster,DEF,BRI,1.0,4.5,0.0,0.0,DEF,BRI,1.0,4.5,0.0,0.0,DEF,BRI,1.0,4.4,0.0,0.0,DEF,BRI,1.0,4.4,0.0,0.0,0.0,0.0
154,Cashin,DEF,BRI,1.0,4.0,0.0,0.0,DEF,BRI,1.0,4.0,0.0,0.0,DEF,BRI,1.0,4.0,0.0,0.0,DEF,BRI,1.0,4.0,0.0,0.0,0.0,0.0
155,Slater,DEF,BRI,0.0,4.0,0.0,0.0,DEF,BRI,0.0,4.0,0.0,0.0,DEF,BRI,0.0,4.0,0.0,0.0,DEF,BRI,0.0,4.0,0.0,0.0,0.0,0.0
156,Tasker,DEF,BRI,0.0,4.0,0.0,0.0,DEF,BRI,0.0,4.0,0.0,0.0,DEF,BRI,0.0,4.0,0.0,0.0,DEF,BRI,0.0,4.0,0.0,0.0,0.0,0.0
157,Mitoma,MID,BRI,0.0,6.5,82.0,2.0,MID,BRI,0.0,6.4,90.0,2.0,MID,BRI,0.0,6.4,90.0,5.0,MID,BRI,0.0,6.4,90.0,7.0,352.0,16.0
158,Georginio,MID,BRI,0.0,6.0,68.0,6.0,MID,BRI,0.25,6.0,0.0,0.0,MID,BRI,0.0,5.9,29.0,1.0,MID,BRI,0.0,5.8,66.0,1.0,163.0,8.0
159,March,MID,BRI,1.0,6.0,0.0,0.0,MID,BRI,1.0,5.9,0.0,0.0,MID,BRI,1.0,5.9,0.0,0.0,MID,BRI,1.0,5.8,0.0,0.0,0.0,0.0
160,Minteh,MID,BRI,0.0,6.0,68.0,3.0,MID,BRI,0.0,5.9,90.0,2.0,MID,BRI,0.0,5.9,90.0,4.0,MID,BRI,0.0,5.9,90.0,6.0,338.0,15.0
161,Enciso,MID,BRI,1.0,5.5,0.0,0.0,MID,BRI,1.0,5.4,0.0,0.0,MID,BRI,1.0,5.4,0.0,0.0,MID,BRI,1.0,5.4,0.0,0.0,0.0,0.0
162,Gruda,MID,BRI,0.0,5.5,7.0,1.0,MID,BRI,0.0,5.4,5.0,1.0,MID,BRI,0.0,5.4,29.0,8.0,MID,BRI,0.0,5.4,23.0,1.0,64.0,11.0
163,Hinshelwood,MID,BRI,0.0,5.5,0.0,0.0,MID,BRI,0.0,5.4,45.0,1.0,MID,BRI,0.0,5.3,60.0,2.0,MID,BRI,0.25,5.3,2.0,1.0,107.0,4.0
164,O'Riley,MID,BRI,0.0,5.5,87.0,10.0,MID,BRI,0.0,5.5,90.0,2.0,MID,BRI,1.0,5.5,0.0,0.0,MID,BRI,1.0,5.5,0.0,0.0,177.0,12.0
165,Sima,MID,BRI,0.0,5.5,0.0,0.0,MID,BRI,0.0,5.4,0.0,0.0,MID,BRI,1.0,5.4,0.0,0.0,MID,BRI,1.0,5.4,0.0,0.0,0.0,0.0
166,Ayari,MID,BRI,0.0,5.0,90.0,3.0,MID,BRI,0.0,5.0,66.0,2.0,MID,BRI,0.0,5.0,29.0,1.0,MID,BRI,0.0,4.9,87.0,2.0,272.0,8.0
167,Baleba,MID,BRI,0.0,5.0,68.0,3.0,MID,BRI,0.0,5.0,45.0,1.0,MID,BRI,0.0,4.9,59.0,1.0,MID,BRI,0.0,4.9,24.0,0.0,196.0,5.0
168,Buonanotte,MID,BRI,0.0,5.0,0.0,0.0,MID,BRI,0.0,4.9,0.0,0.0,MID,CHE,0.0,4.9,0.0,0.0,MID,CHE,0.0,4.8,45.0,1.0,45.0,1.0
169,Gomez,MID,BRI,0.0,5.0,21.0,0.0,MID,BRI,0.0,5.0,23.0,1.0,MID,BRI,0.0,5.0,60.0,2.0,MID,BRI,0.0,5.0,0.0,0.0,104.0,3.0
170,Milner,MID,BRI,0.0,5.0,2.0,1.0,MID,BRI,0.0,5.0,0.0,0.0,MID,BRI,0.0,5.0,30.0,6.0,MID,BRI,0.0,5.0,65.0,1.0,97.0,8.0
171,Sarmiento,MID,BRI,0.0,5.0,0.0,0.0,MID,BRI,0.0,4.9,0.0,0.0,MID,BRI,1.0,4.9,0.0,0.0,MID,BRI,1.0,4.9,0.0,0.0,0.0,0.0
172,Watson,MID,BRI,0.0,5.0,0.0,0.0,MID,BRI,0.0,5.0,0.0,0.0,MID,BRI,0.0,5.0,0.0,0.0,MID,BRI,0.0,4.9,0.0,0.0,0.0,0.0
173,Wieffer,MID,BRI,0.0,5.0,90.0,4.0,MID,BRI,0.0,5.0,84.0,3.0,MID,BRI,0.25,5.0,0.0,0.0,MID,BRI,0.0,4.9,0.0,0.0,174.0,7.0
174,Yalcouye,MID,BRI,1.0,5.0,0.0,0.0,MID,BRI,1.0,5.0,0.0,0.0,MID,BRI,1.0,5.0,0.0,0.0,MID,BRI,1.0,5.0,0.0,0.0,0.0,0.0
175,Knight,MID,BRI,0.0,4.5,0.0,0.0,MID,BRI,0.0,4.5,0.0,0.0,MID,BRI,0.0,4.5,0.0,0.0,MID,BRI,0.0,4.5,0.0,0.0,0.0,0.0
176,Mazilu,MID,BRI,0.0,4.5,0.0,0.0,MID,BRI,0.0,4.5,0.0,0.0,MID,BRI,0.0,4.5,0.0,0.0,MID,BRI,0.0,4.5,0.0,0.0,0.0,0.0
177,Moran,MID,BRI,0.0,4.5,0.0,0.0,MID,BRI,1.0,4.5,0.0,0.0,MID,BRI,1.0,4.5,0.0,0.0,MID,BRI,1.0,4.5,0.0,0.0,0.0,0.0
178,Welbeck,FWD,BRI,0.0,6.5,21.0,1.0,FWD,BRI,0.0,6.4,90.0,0.0,FWD,BRI,0.0,6.4,60.0,2.0,FWD,BRI,0.0,6.3,66.0,2.0,237.0,5.0
179,Ferguson,FWD,BRI,1.0,5.5,0.0,0.0,FWD,BRI,1.0,5.5,0.0,0.0,FWD,BRI,1.0,5.5,0.0,0.0,FWD,BRI,1.0,5.5,0.0,0.0,0.0,0.0
180,Tzimas,FWD,BRI,0.0,5.5,0.0,0.0,FWD,BRI,0.0,5.4,0.0,0.0,FWD,BRI,0.0,5.4,0.0,0.0,FWD,BRI,0.0,5.4,23.0,1.0,23.0,1.0
181,Kostoulas,FWD,BRI,0.0,5.0,0.0,0.0,FWD,BRI,0.0,5.0,0.0,0.0,FWD,BRI,0.0,4.9,0.0,0.0,FWD,BRI,0.0,4.9,0.0,0.0,0.0,0.0
182,Trafford,GKP,MCI,0.0,5.0,90.0,7.0,GKP,MCI,0.0,5.0,90.0,2.0,GKP,MCI,0.0,5.0,90.0,2.0,GKP,MCI,0.0,4.9,0.0,0.0,270.0,11.0
183,Weiss,GKP,BUR,0.0,4.5,0.0,0.0,GKP,BUR,0.0,4.5,0.0,0.0,GKP,BUR,0.0,4.5,0.0,0.0,GKP,BUR,0.0,4.4,0.0,0.0,0.0,0.0
184,Green,GKP,BUR,0.0,4.0,0.0,0.0,GKP,BUR,0.0,4.0,0.0,0.0,GKP,BUR,1.0,4.0,0.0,0.0,GKP,BUR,1.0,4.0,0.0,0.0,0.0,0.0
185,Hladký,GKP,BUR,0.0,4.0,0.0,0.0,GKP,BUR,0.0,4.0,0.0,0.0,GKP,BUR,0.0,4.0,0.0,0.0,GKP,BUR,0.0,4.0,0.0,0.0,0.0,0.0
186,Roberts,DEF,BUR,0.0,4.5,0.0,0.0,DEF,BUR,1.0,4.5,0.0,0.0,DEF,BUR,1.0,4.4,0.0,0.0,DEF,BUR,1.0,4.4,0.0,0.0,0.0,0.0
187,Walker,DEF,BUR,0.0,4.5,90.0,1.0,DEF,BUR,0.0,4.5,90.0,6.0,DEF,BUR,0.0,4.5,90.0,0.0,DEF,BUR,0.0,4.5,90.0,2.0,360.0,9.0
188,Delcroix,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,4.0,0.0,0.0,0.0,0.0
189,Dodgson,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,0.0,0.0
190,Ekdal,DEF,BUR,0.0,4.0,90.0,1.0,DEF,BUR,0.0,4.0,90.0,9.0,DEF,BUR,0.0,4.0,82.0,3.0,DEF,BUR,0.0,4.0,90.0,4.0,352.0,17.0
191,Estève,DEF,BUR,0.0,4.0,90.0,1.0,DEF,BUR,0.0,4.0,82.0,6.0,DEF,BUR,0.0,4.0,90.0,1.0,DEF,BUR,0.0,4.0,90.0,4.0,352.0,12.0
192,Hartman,DEF,BUR,0.0,4.0,90.0,1.0,DEF,BUR,0.0,4.0,90.0,6.0,DEF,BUR,0.0,4.0,90.0,1.0,DEF,BUR,0.0,4.0,90.0,4.0,360.0,12.0
193,Humphreys,DEF,BUR,0.75,4.0,0.0,0.0,DEF,BUR,0.25,4.0,0.0,0.0,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,4.0,0.0,0.0,0.0,0.0
194,Jordan,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,0.0,0.0
195,Lucas Pires,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,3.9,0.0,0.0,0.0,0.0
196,Sambo,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,DEF,BUR,1.0,4.0,0.0,0.0,0.0,0.0
197,Sonne,DEF,BUR,0.0,4.0,73.0,1.0,DEF,BUR,0.0,4.0,21.0,1.0,DEF,BUR,0.0,4.0,8.0,1.0,DEF,BUR,0.0,4.0,0.0,0.0,102.0,3.0
198,Tuanzebe,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.25,4.0,0.0,0.0,DEF,BUR,0.0,3.9,0.0,0.0,DEF,BUR,0.0,3.9,0.0,0.0,0.0,0.0
199,Worrall,DEF,BUR,0.0,4.0,0.0,0.0,DEF,BUR,0.0,4.0,7.0,1.0,DEF,BUR,0.0,4.0,7.0,1.0,DEF,BUR,0.0,4.0,4.0,1.0,18.0,3.0
200,Anthony,MID,BUR,0.0,5.5,84.0,2.0,MID,BUR,0.0,5.5,90.0,13.0,MID,BUR,0.0,5.5,90.0,6.0,MID,BUR,0.0,5.5,88.0,3.0,352.0,24.0
201,Benson,MID,BUR,0.0,5.5,0.0,0.0,MID,BUR,0.0,5.5,0.0,0.0,MID,BUR,0.0,5.4,0.0,0.0,MID,BUR,0.0,5.4,0.0,0.0,0.0,0.0
202,Bruun Larsen,MID,BUR,0.0,5.5,27.0,1.0,MID,BUR,0.0,5.5,68.0,3.0,MID,BUR,0.0,5.4,81.0,5.0,MID,BUR,0.25,5.4,0.0,0.0,176.0,9.0
203,Boateng,MID,BUR,0.0,5.0,0.0,0.0,MID,BUR,0.0,5.0,0.0,0.0,MID,BUR,0.0,4.9,0.0,0.0,MID,BUR,0.0,4.9,0.0,0.0,0.0,0.0
204,Churlinov,MID,BUR,0.0,5.0,0.0,0.0,MID,BUR,0.0,5.0,0.0,0.0,MID,BUR,1.0,4.9,0.0,0.0,MID,BUR,1.0,4.9,0.0,0.0,0.0,0.0
205,Cullen,MID,BUR,0.0,5.0,90.0,4.0,MID,BUR,0.0,5.0,90.0,14.0,MID,BUR,0.0,5.0,90.0,2.0,MID,BUR,0.0,5.0,62.0,3.0,332.0,23.0
206,Edwards,MID,BUR,0.0,5.0,5.0,1.0,MID,BUR,0.0,4.9,0.0,0.0,MID,BUR,0.0,4.9,0.0,0.0,MID,BUR,0.0,4.8,0.0,0.0,5.0,1.0
207,Hannibal,MID,BUR,0.0,5.0,62.0,2.0,MID,BUR,0.0,5.0,82.0,5.0,MID,BUR,0.0,5.0,64.0,2.0,MID,BUR,0.0,5.0,27.0,1.0,235.0,10.0
208,Koleosho,MID,BUR,0.0,5.0,0.0,0.0,MID,BUR,1.0,5.0,0.0,0.0,MID,BUR,1.0,5.0,0.0,0.0,MID,BUR,1.0,5.0,0.0,0.0,0.0,0.0
209,Laurent,MID,BUR,0.0,5.0,62.0,2.0,MID,BUR,0.0,5.0,21.0,1.0,MID,BUR,0.0,5.0,14.0,0.0,MID,BUR,0.0,4.9,90.0,2.0,187.0,5.0
210,Tchaouna,MID,BUR,0.0,5.0,16.0,1.0,MID,BUR,0.0,5.0,7.0,1.0,MID,BUR,0.0,5.0,25.0,3.0,MID,BUR,0.0,4.9,62.0,3.0,110.0,8.0
211,A.Ramsey,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,1.0,4.4,0.0,0.0,MID,BUR,1.0,4.4,0.0,0.0,0.0,0.0
212,Adewumi,MID,BUR,1.0,4.5,0.0,0.0,MID,BUR,1.0,4.5,0.0,0.0,MID,BUR,1.0,4.5,0.0,0.0,MID,BUR,1.0,4.5,0.0,0.0,0.0,0.0
213,Banel,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,0.0,4.5,0.0,0.0,0.0,0.0
214,Trésor,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,0.0,4.5,0.0,0.0,MID,BUR,0.0,4.5,0.0,0.0,0.0,0.0
215,Flemming,FWD,BUR,0.0,5.5,16.0,1.0,FWD,BUR,0.0,5.5,4.0,1.0,FWD,BUR,0.0,5.4,0.0,0.0,FWD,BUR,0.0,5.4,0.0,0.0,20.0,2.0
216,Amdouni,FWD,BUR,1.0,5.0,0.0,0.0,FWD,BUR,1.0,4.9,0.0,0.0,FWD,BUR,1.0,4.9,0.0,0.0,FWD,BUR,1.0,4.9,0.0,0.0,0.0,0.0
217,Foster,FWD,BUR,0.0,5.0,73.0,2.0,FWD,BUR,0.0,5.0,85.0,2.0,FWD,BUR,0.0,5.0,90.0,6.0,FWD,BUR,0.0,5.0,85.0,2.0,333.0,12.0
218,Barnes,FWD,BUR,0.0,4.5,0.0,0.0,FWD,BUR,0.0,4.5,0.0,0.0,FWD,BUR,0.0,4.4,0.0,0.0,FWD,BUR,0.0,4.4,0.0,0.0,0.0,0.0
219,Obafemi,FWD,BUR,0.0,4.5,0.0,0.0,FWD,BUR,0.0,4.5,0.0,0.0,FWD,BUR,1.0,4.4,0.0,0.0,FWD,BUR,1.0,4.4,0.0,0.0,0.0,0.0
220,Sánchez,GKP,CHE,0.0,5.0,90.0,8.0,GKP,CHE,0.0,5.0,90.0,3.0,GKP,CHE,0.0,5.0,90.0,6.0,GKP,CHE,0.0,5.0,90.0,2.0,360.0,19.0
221,Jörgensen,GKP,CHE,0.0,4.5,0.0,0.0,GKP,CHE,0.0,4.5,0.0,0.0,GKP,CHE,0.0,4.4,0.0,0.0,GKP,CHE,0.0,4.4,0.0,0.0,0.0,0.0
222,Penders,GKP,CHE,1.0,4.0,0.0,0.0,GKP,CHE,1.0,4.0,0.0,0.0,GKP,CHE,1.0,4.0,0.0,0.0,GKP,CHE,1.0,4.0,0.0,0.0,0.0,0.0
223,Slonina,GKP,CHE,0.0,4.0,0.0,0.0,GKP,CHE,0.0,4.0,0.0,0.0,GKP,CHE,0.0,4.0,0.0,0.0,GKP,CHE,0.0,4.0,0.0,0.0,0.0,0.0
224,Cucurella,DEF,CHE,0.0,6.0,90.0,8.0,DEF,CHE,0.0,6.1,68.0,5.0,DEF,CHE,0.0,6.1,90.0,6.0,DEF,CHE,0.0,6.2,45.0,1.0,293.0,20.0
225,James,DEF,CHE,0.0,5.5,78.0,5.0,DEF,CHE,0.0,5.5,21.0,1.0,DEF,CHE,0.0,5.5,9.0,1.0,DEF,CHE,0.0,5.5,45.0,1.0,153.0,8.0
226,Chalobah,DEF,CHE,0.0,5.0,90.0,6.0,DEF,CHE,0.0,5.0,68.0,8.0,DEF,CHE,0.0,5.1,90.0,13.0,DEF,CHE,0.0,5.1,90.0,3.0,338.0,30.0
227,Colwill,DEF,CHE,1.0,5.0,0.0,0.0,DEF,CHE,1.0,4.9,0.0,0.0,DEF,CHE,1.0,4.9,0.0,0.0,DEF,CHE,1.0,4.8,0.0,0.0,0.0,0.0
228,Gusto,DEF,CHE,0.0,5.0,11.0,1.0,DEF,CHE,0.0,5.0,68.0,2.0,DEF,CHE,0.0,5.0,90.0,6.0,DEF,CHE,0.0,4.9,0.0,0.0,169.0,9.0
229,B.Badiashile,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.4,0.0,0.0,DEF,CHE,1.0,4.4,0.0,0.0,DEF,CHE,0.5,4.4,0.0,0.0,0.0,0.0
230,Fofana,DEF,CHE,0.0,4.5,0.0,0.0,DEF,CHE,0.0,4.5,21.0,1.0,DEF,CHE,0.0,4.4,0.0,0.0,DEF,CHE,0.0,4.4,45.0,1.0,66.0,2.0
231,M.Sarr,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,DEF,CHE,1.0,4.5,0.0,0.0,0.0,0.0
232,Tosin,DEF,CHE,0.25,4.5,0.0,0.0,DEF,CHE,0.0,4.5,90.0,2.0,DEF,CHE,0.0,4.5,90.0,8.0,DEF,CHE,0.0,4.5,90.0,1.0,270.0,11.0
233,Acheampong,DEF,CHE,0.0,4.0,90.0,9.0,DEF,CHE,0.0,4.0,0.0,0.0,DEF,CHE,0.0,4.0,0.0,0.0,DEF,CHE,0.0,4.0,0.0,0.0,90.0,9.0
234,Anselmino,DEF,CHE,0.0,4.0,0.0,0.0,DEF,CHE,0.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,DEF,CHE,1.0,4.0,0.0,0.0,0.0,0.0
235,Palmer,MID,CHE,0.0,10.5,90.0,3.0,MID,CHE,0.25,10.5,0.0,0.0,MID,CHE,1.0,10.4,0.0,0.0,MID,CHE,0.0,10.4,34.0,7.0,124.0,10.0
236,Neto,MID,CHE,0.0,7.0,90.0,3.0,MID,CHE,0.0,7.0,90.0,7.0,MID,CHE,0.0,7.0,80.0,3.0,MID,CHE,0.0,7.0,90.0,2.0,350.0,15.0
237,Enzo,MID,CHE,0.0,6.5,78.0,3.0,MID,CHE,0.0,6.5,90.0,10.0,MID,CHE,0.0,6.6,90.0,12.0,MID,CHE,0.0,6.6,90.0,4.0,348.0,29.0
238,Estêvão,MID,CHE,0.0,6.5,36.0,0.0,MID,CHE,0.0,6.5,76.0,5.0,MID,CHE,0.0,6.5,67.0,3.0,MID,CHE,0.0,6.5,0.0,0.0,179.0,8.0
239,Gittens,MID,CHE,0.0,6.5,53.0,1.0,MID,CHE,0.0,6.4,13.0,1.0,MID,CHE,0.0,6.3,22.0,1.0,MID,CHE,0.0,6.3,55.0,1.0,143.0,4.0
240,Nkunku,MID,CHE,0.0,6.0,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,MID,CHE,1.0,5.9,0.0,0.0,0.0,0.0
241,Caicedo,MID,CHE,0.0,5.5,90.0,5.0,MID,CHE,0.0,5.5,90.0,8.0,MID,CHE,0.0,5.5,90.0,4.0,MID,CHE,0.0,5.6,90.0,12.0,360.0,29.0
242,Dewsbury-Hall,MID,EVE,0.0,5.0,90.0,2.0,MID,EVE,0.0,5.0,90.0,2.0,MID,EVE,0.0,5.0,90.0,12.0,MID,EVE,0.0,5.0,90.0,2.0,360.0,18.0
243,George,MID,CHE,0.0,5.0,0.0,0.0,MID,CHE,0.0,5.0,0.0,0.0,MID,CHE,0.0,4.9,66.0,3.0,MID,CHE,0.0,4.9,45.0,0.0,111.0,3.0
244,Lavia,MID,CHE,1.0,5.0,0.0,0.0,MID,CHE,1.0,4.9,0.0,0.0,MID,CHE,1.0,4.9,0.0,0.0,MID,CHE,0.5,4.9,0.0,0.0,0.0,0.0
245,Mudryk,MID,CHE,1.0,5.0,0.0,0.0,MID,CHE,1.0,5.0,0.0,0.0,MID,CHE,1.0,5.0,0.0,0.0,MID,CHE,1.0,5.0,0.0,0.0,0.0,0.0
246,Andrey Santos,MID,CHE,0.0,4.5,11.0,1.0,MID,CHE,0.0,4.5,28.0,1.0,MID,CHE,0.0,4.5,9.0,0.0,MID,CHE,0.0,4.5,0.0,0.0,48.0,2.0
247,D.Essugo,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.5,0.0,0.0,MID,CHE,0.0,4.4,0.0,0.0,MID,CHE,1.0,4.4,0.0,0.0,0.0,0.0
248,Paez,MID,CHE,1.0,4.5,0.0,0.0,MID,CHE,1.0,4.5,0.0,0.0,MID,CHE,1.0,4.5,0.0,0.0,MID,CHE,1.0,4.5,0.0,0.0,0.0,0.0
